16718:16718,28411,7183,10088,24097,5739,30073,28206,28928,16047
1673:1673,14205,33784,19509,21567,3741,22840,4466,6777,20959
16758:16758,7192,8473,24844,11121,5799,17822,1862,18686,10499
16770:16770,29582,16056,4574,5200,13918,7945,14086,36082,17153
16802:16802,1587,29460,19645,1864,3878,22533,20994,31927,33565
16804:16804,6917,33820,12222,11000,18170,17406,18687,24562,13471
16829:16829,14159,29385,19292,1886,6928,22732,18687,15782,5307
1683:1683,3806,20246,4466,31921,16614,13866,31177,27153,31787
16871:16871,28484,23522,13797,21063,31516,23277,10556,16375,291
16885:16885,13474,22944,14786,12805,22308,14532,26475,33698,24401
1689:1689,31268,24562,11000,33820,16362,2525,5734,13471,18645
16901:16901,21407,17330,21187,15668,30617,26781,32506,23336,20780
16912:16912,30800,37143,4901,375,18568,6210,4291,11300,236
16941:16941,2690,21186,30959,1027,15310,5923,848,21187,7726
16972:16972,4381,6557,22244,13815,35487,18289,9,10623,33599
16974:16974,25291,32506,8473,30617,20814,17330,22574,18686,1396
17010:17010,20224,507,26406,780,20711,5923,30959,16430,21187
17088:17088,18387,32965,18834,24116,32429,5949,36459,35324,8783
17104:17104,3737,1258,5739,28411,20286,25368,32337,23932,22738
17111:17111,4531,9686,21063,12763,28484,19622,31963,10511,23277
17128:17128,14285,31921,14205,11544,20994,33784,31787,20959,7000
17140:17140,6408,9021,33709,9632,19933,1515,33679,34718,12240
17147:17147,35971,12183,25347,14835,24958,18420,11913,15636,11271
17153:17153,32239,22170,7945,14835,23171,15391,30897,36082,28957
17164:17164,5910,27836,26136,7483,352,33793,34055,34667,18289
1717:1717,10169,3878,12699,18255,20994,5873,1864,3114,21077
17185:17185,31159,12039,16201,11000,17406,29719,26600,29866,4235
17200:17200,20248,24673,17980,30130,18755,28993,17929,18432,33965
1721:1721,20248,28993,24673,3678,26345,34007,9547,23105,32632
17211:17211,9390,7399,37676,12252,20849,36235,11839,23652,24007
17222:17222,1822,34146,19312,33257,7224,26025,32680,13613,20004
17231:17231,7305,34718,29372,4865,26390,27279,31015,236,1515
1725:1725,24673,36440,36464,17929,23299,34990,32989,6046,33965
17267:17267,17222,26025,14559,34146,36586,7085,33257,8800,9630
17280:17280,6484,5506,23920,19827,20464,17463,1240,6717,25060
17293:17293,27930,33965,24673,18755,26345,34556,24290,14697,17929
1730:1730,7200,26345,4813,18144,30130,20768,37417,3256,1820
17313:17313,20330,22938,1582,28031,16901,5003,7726,23642,21187
17330:17330,15668,22574,23215,25291,1396,20814,26474,24038,30617
17342:17342,25813,17406,27882,3326,12039,34497,11543,15782,29385
17406:17406,36730,34497,5307,27882,2434,29385,12565,29719,17185
17424:17424,1515,6659,2524,13835,26390,2307,4865,30934,9632
17432:17432,13562,30368,22840,3741,37417,11557,9254,18144,14205
1744:1744,9061,31076,12204,36030,18170,27206,15782,9058,12586
17459:17459,4359,33820,15782,4235,16201,7153,32457,25813,12039
17463:17463,22738,6484,7183,20464,25368,36306,20977,20286,8927
17467:17467,35143,20780,32402,26474,15668,15052,8473,20814,17330
17468:17468,37515,20340,8712,32113,7975,35308,37595,11367,1053
17474:17474,22035,28347,34295,35812,15268,24648,26531,34598,14973
17481:17481,19622,165,34845,17505,11937,15927,16415,20995,17111
17483:17483,2706,15310,16430,22331,5003,16464,20330,28033,507
17496:17496,14835,35971,32610,1075,24958,26056,25347,36235,13918
17505:17505,15052,15526,23209,17815,165,7414,26781,20780,13444
1751:1751,14205,4071,29666,11404,29325,32785,25725,7279,35909
17569:17569,6455,32177,37421,6860,28631,14524,9021,2414,33173
17595:17595,11229,31693,16465,19976,1039,12305,7934,7841,19292
17617:17617,15520,26032,17762,23932,25368,14168,10873,2719,1231
17619:17619,5949,32382,30959,1027,11340,15310,19107,23709,20224
17622:17622,1689,5307,27769,5734,2434,29385,15782,30640,23075
17623:17623,26451,9046,15124,27607,34544,291,7153,27339,23277
17665:17665,36213,5923,21187,1027,30959,507,2825,21715,20224
17694:17694,33793,27836,5910,13609,21912,352,24730,33618,36860
17705:17705,37515,8712,6954,9630,11985,12174,19510,34146,20714
1772:1772,32785,22840,14205,28993,15684,6028,25357,5740,37417
17753:17753,22130,31186,32231,8029,291,21226,31516,20169,13272
17762:17762,28928,14168,26032,3737,21091,16047,1258,6753,8093
17796:17796,22035,24648,21691,34906,15268,20016,37364,20670,18045
17815:17815,29393,36410,9088,26913,291,15124,34192,33709,7847
17822:17822,5799,10499,34489,24038,22417,35793,18686,10846,25722
17834:17834,13613,14273,20340,28428,34038,25335,31259,25434,35198
17851:17851,13815,25291,26474,5225,20814,35487,14913,15668,15052
17858:17858,6633,7663,24124,31348,24489,6408,34718,14315,9021
1786:1786,18056,28850,36574,4466,11138,1683,33784,20765,27153
17886:17886,36510,4275,36841,20598,36500,21841,25839,18682,26056
17929:17929,23299,24673,34990,36440,33965,23105,23602,10166,1114
17937:17937,1075,12252,23019,19998,5200,1546,7945,19089,26329
17958:17958,19089,36082,29538,27748,28289,8106,27632,3437,30566
17968:17968,28265,16014,9630,14339,6954,23182,11367,13197,1053
17970:17970,19705,24952,25048,23920,24175,1216,27041,32432,6717
17974:17974,27836,12144,33173,25830,33793,9108,5910,33618,15788
17980:17980,24673,20248,21567,34218,28993,18755,23299,26345,33965
18010:18010,33997,14956,14559,17222,32680,19312,33257,34146,26025
18045:18045,34906,32904,22035,24648,22221,20670,17796,6839,34295
1805:1805,13918,6732,26525,14835,17147,24958,35971,25347,23171
18056:18056,4263,13234,20499,23171,9390,37676,24808,8509,15636
18077:18077,8106,36082,28289,21931,8509,3437,20499,22002,17147
18086:18086,26036,9390,26611,8473,32041,31297,32610,14835,30980
18123:18123,31158,31159,13444,27368,29719,14776,12039,7414,18730
1814:1814,34490,19955,28713,2907,13904,18170,12305,34141,15017
18144:18144,13562,1730,14205,18367,20768,15684,3256,7200,14854
18153:18153,20718,37577,31516,23209,26660,30920,23277,9046,36030
18170:18170,28352,6928,1886,27206,18687,12586,32564,25100,19910
1820:1820,23171,3079,29759,24808,36082,4263,12699,35971,13918
18214:18214,1478,1353,30762,9853,9674,1105,20863,7922,13229
1822:1822,17222,32680,13613,1053,29597,34146,19312,33257,7224
1824:1824,33784,3114,20994,1864,37120,20959,36954,21077,27245
18255:18255,6613,3878,37922,35972,15295,10169,22475,5873,26282
18261:18261,6777,10166,8690,32989,26975,14038,7557,16218,23241
18289:18289,27836,8877,34667,20962,7488,7483,12496,17164,33793
183:183,31186,17623,26451,28484,17753,36526,291,27607,15124
1836:1836,26060,18460,26913,4003,37421,28484,4749,21063,22587
18367:18367,19000,14205,11544,29666,28102,25725,21567,20154,17128
18380:18380,25434,31259,9630,35308,32021,31575,32680,8695,20714
18387:18387,25470,22973,32429,4345,18834,35324,19107,25393,28724
18420:18420,17147,35971,22002,14835,20598,15636,11623,25839,12183
18428:18428,28592,12414,8106,16465,2057,36082,10160,18077,35873
1843:1843,24290,26345,33965,20248,34218,18755,34556,17980,28993
18432:18432,1114,34556,17980,28993,34218,20695,20248,3320,9824
18438:18438,34718,7488,33173,21912,26449,31348,20611,34568,34055
18455:18455,149,9466,2,22574,12776,13582,27455,34489,5799
18460:18460,22614,165,31807,23724,12763,37577,23209,4531,23522
18533:18533,34718,22934,1515,31095,26390,4865,14692,24489,29372
18548:18548,3256,8690,27786,11718,25357,32422,6028,22076,14299
18552:18552,25333,37577,27864,239,7663,18153,9108,15782,1905
18554:18554,6455,37421,17569,28631,28558,32177,12370,19622,9021
18568:18568,13720,4554,22091,30008,11300,15053,3225,21172,28074
18609:18609,11169,29538,36235,10160,14835,35873,28556,24253,3437
1862:1862,9767,18686,17822,13146,2,10499,7192,11121,22574
18620:18620,11229,1039,14835,31693,16465,27632,12305,30566,19976
1864:1864,3878,22533,31927,21077,3114,20994,33784,33565,5873
18642:18642,31247,16912,4156,22927,15015,4291,27298,6659,9810
18645:18645,5734,10907,32457,3967,19172,13471,19910,4348,5307
18669:18669,7509,28592,14835,26902,19998,36082,3437,30566,12414
18680:18680,31921,24321,3114,4466,20948,33565,31787,21077,31927
18682:18682,36841,12183,20598,19362,24958,12262,14835,11913,4939
18686:18686,16648,17822,5799,8473,13815,7192,27455,10846,13582
18687:18687,18170,12586,28352,27206,25100,3967,5307,10907,22732
18694:18694,25368,3737,4759,7183,8927,30073,28411,10088,23932
18697:18697,1159,8972,25424,5739,2719,20977,23932,23884,8927
18698:18698,5003,2706,30959,21187,15310,17483,507,20224,21124
187:187,6395,1862,26535,33922,10846,194,11440,18743,11121
18710:18710,23884,28928,1177,27407,21414,30073,4759,28206,24401
18730:18730,27368,13423,13444,29719,7973,11542,10907,14776,24562
18734:18734,31653,20994,13722,33784,27245,23256,20959,3436,4466
18743:18743,6309,22574,34489,22417,9466,149,1923,2,10499
18755:18755,24673,27930,33965,30130,36464,17980,34556,17293,26345
18762:18762,7216,9466,1923,32506,22574,10499,11948,1396,20814
18769:18769,26364,3857,16017,23884,29298,37085,21567,1820,11985
18778:18778,31397,27836,3515,15302,23277,6557,3749,5910,13609
18812:18812,37577,6699,31486,29826,20346,20718,29961,8644,19622
18834:18834,19107,15310,18387,12805,32429,8783,35324,4345,33698
18836:18836,13932,34146,29014,7798,13613,6127,29286,20340,30703
18844:18844,21611,5466,13228,6557,28423,22903,4381,8473,32041
18849:18849,12599,15828,20962,27836,12144,37895,12717,13609,34297
18856:18856,11602,22221,30013,13229,14495,26930,27142,37364,34906
1886:1886,6928,16829,18170,9058,16253,2434,28839,18687,14159
18865:18865,362,15788,21001,13609,17424,10315,6659,29372,6408
18880:18880,187,194,11440,6395,18686,1862,31134,7192,22574
18901:18901,14495,11602,21730,15268,20500,1400,26930,35812,11296
18908:18908,12183,37676,36841,32610,30897,26056,25347,17147,11271
18923:18923,14285,37922,35947,31653,35340,31921,3878,20948,6156
18966:18966,22587,18812,15302,16538,20346,26660,31516,19622,17694
19000:19000,18367,32632,17980,20154,34218,10166,37078,20768,23602
19030:19030,21912,27836,352,5910,13609,7483,21596,33793,33618
1905:1905,8164,1301,7488,34055,24124,9108,10315,24489,31095
19050:19050,24023,13785,14908,11602,32244,24557,22221,21691,22227
19053:19053,28031,7726,15310,32429,5949,20330,19705,13462,15391
19089:19089,9887,1075,12252,1546,8106,28289,36082,28592,14835
19090:19090,11929,36500,23221,24829,6585,6983,21841,37116,26044
19107:19107,8783,11340,18387,1027,28724,22973,33698,780,33846
19109:19109,37515,20340,23363,30341,17834,6954,29597,35198,35312
19145:19145,24124,1301,34568,7663,9657,221,27279,27864,29372
19151:19151,16047,1258,30073,8927,28206,17104,3737,5739,6260
19172:19172,31159,17406,5307,17185,2434,4348,22732,10633,21348
19209:19209,37000,25868,11094,34597,28672,19946,5949,19053,20711
1923:1923,22417,22574,18743,6309,10499,9036,1396,19483,24519
19247:19247,14614,20733,5200,9887,17937,7189,1546,12252,27585
19265:19265,298,13720,37494,31262,33173,4554,1905,13835,22091
19281:19281,14273,12486,13613,34038,35198,17834,6954,37118,25434
19292:19292,13904,16465,31693,18687,1886,6928,19976,12586,23075
19302:19302,33815,14158,27836,5910,13194,20962,21596,12642,12496
19312:19312,15689,25434,7224,17222,34146,1053,13613,12174,1822
19357:19357,12408,31039,32564,3967,19910,25100,22793,10486,16253
19362:19362,4939,6732,12183,21634,18682,24808,21996,29759,4482
19375:19375,37025,15124,12857,17815,33709,23277,25333,21001,16362
19378:19378,2282,17185,12039,26600,17406,13910,31159,16362,27339
194:194,25722,27455,13582,24038,5799,22417,2782,114,2
19416:19416,18682,24808,30566,12183,20581,17886,21996,2011,37676
19435:19435,31653,32094,20246,20959,31921,37316,3806,16614,20948
19464:19464,25414,19521,19050,21691,14908,37486,3639,13785,17796
19471:19471,22927,12717,5910,298,12642,8877,21596,21912,34667
19483:19483,32506,35298,19825,1396,10499,18743,4923,9036,1923
19506:19506,8758,1374,22227,14887,1499,37364,32244,3046,4097
19509:19509,1673,11557,14205,13562,20035,21567,9474,28361,1717
19510:19510,13197,8800,26025,22626,33257,34146,32680,14559,1046
19521:19521,37364,32244,19050,17796,11602,34295,3046,6839,19464
19562:19562,27286,15782,13342,16829,35971,12183,21996,21634,32316
19565:19565,2877,7183,24998,22738,14113,6484,15591,32337,23932
1959:1959,9046,23209,31516,27864,11201,8344,12467,23247,26660
19622:19622,16415,18153,37577,23247,4531,23209,20346,9046,15124
19627:19627,18420,31297,13918,22002,24773,26902,21892,26063,2057
19645:19645,3878,29460,33565,20994,31927,16614,16802,22533,1864
19673:19673,29298,16017,3857,26364,23884,33674,18769,1177,18710
19689:19689,30736,8758,6839,37364,21691,34906,11522,34598,37359
19693:19693,26598,9594,14317,25335,26025,14956,8674,34146,22626
19705:19705,25393,7726,32429,22973,4345,1027,5949,4695,14508
19712:19712,19292,13904,7061,3701,13342,33412,19937,36698,7973
19737:19737,32382,18010,33102,31106,30546,16146,22626,7224,12174
1977:1977,37756,26451,15124,28484,165,17815,3749,12763,21063
19772:19772,15124,21001,11458,17815,23209,23724,15782,7663,5734
19779:19779,7153,16201,32457,34544,33820,2525,27368,24562,13471
19825:19825,35298,22417,19483,22574,6450,32506,18743,2,5799
19827:19827,4695,17280,13762,5506,17970,6484,5336,23920,24952
19877:19877,780,15336,36993,16618,33698,13018,37509,21335,28724
19909:19909,31678,34556,1114,1772,34218,37078,21567,20768,24290
19910:19910,3967,31039,22313,2525,10750,37695,12204,25100,2434
19933:19933,13194,17140,33709,10315,1515,9021,362,22962,27814
19937:19937,16365,36698,8792,22896,13904,34141,23075,2434,10633
19943:19943,24952,1234,23920,5506,4043,17970,24175,32432,18769
19946:19946,15336,37000,21124,12674,2825,852,507,28672,8009
19955:19955,2907,5139,22732,10476,34234,16365,16076,15782,10633
19976:19976,31693,7934,12305,11229,16465,19292,35884,23171,17595
1998:1998,18438,14692,26546,22962,20611,31348,21912,34718,12522
19998:19998,36082,29582,20581,1546,30433,3437,1075,15636,7945
2:2,9767,22417,22574,18743,7192,10499,9036,25722,6309
20004:20004,34146,13613,33997,18010,32680,30703,26025,11985,7085
20014:20014,8927,25368,6717,5739,30073,35989,7183,6484,3737
20016:20016,21691,1105,34906,24648,15268,34295,28347,22035,22221
20035:20035,25357,11557,22840,7279,31787,28361,33784,14205,7000
20056:20056,780,16464,15310,1027,28031,10142,33698,14244,507
2011:2011,2173,20849,37676,21996,29461,21931,11878,11271,9390
20116:20116,3320,1843,9824,4588,10166,1114,27427,26345,7557
20143:20143,31106,1021,3997,15689,780,28031,34146,29597,15310
20154:20154,19000,17128,23602,25725,1114,18367,24437,11037,14205
20169:20169,31186,32231,8029,35604,27916,15526,23847,22130,17753
20215:20215,6210,9088,5808,11300,31247,4156,236,28468,30008
20224:20224,17010,507,30959,11340,2825,21187,14508,7726,15310
20238:20238,20780,29241,23215,17851,24038,1396,15043,26474,17330
20246:20246,13866,31787,25031,27153,32094,3806,31921,20948,28695
20247:20247,30711,13444,5101,25813,36302,33412,34544,21001,16362
20248:20248,24673,23299,34990,28993,36464,17929,36440,33965,24290
2025:2025,13609,25635,28677,30490,21001,27836,7506,12157,12496
20266:20266,29826,4359,17459,31486,25813,9254,16362,33429,4235
20286:20286,10873,17104,5739,25887,32337,35074,36306,22738,11727
20320:20320,8712,20340,24379,17468,27887,6127,15066,30703,32113
20330:20330,15310,21187,7726,9490,30959,1027,11340,28033,14508
20340:20340,35198,14273,32680,20004,17222,13613,8712,7975,30703
20342:20342,7200,6028,22840,14299,1772,11718,5740,25357,2921
20346:20346,34121,23209,12763,37577,10556,8643,4531,26660,31516
20373:20373,22732,16804,10633,2907,8763,12565,13342,16076,17406
20393:20393,4097,19506,35125,14003,37364,31513,1374,34906,37728
20413:20413,14086,12269,5582,20499,16603,8509,25685,24913,3519
20464:20464,6484,7183,28411,25368,23932,22738,6753,8927,5739
20499:20499,21931,5582,36082,9390,26036,11878,18077,23238,15636
20500:20500,11296,20863,18901,29208,1105,37364,22221,32904,9853
20529:20529,26546,24489,13835,13476,29436,31348,27864,4865,31095
2057:2057,23171,32239,26611,24808,15636,34811,21931,31297,15028
20579:20579,19435,20246,20948,27153,9469,35340,28695,3806,31177
20580:20580,12857,28484,23277,18460,13057,15124,23522,10084,21063
20581:20581,35971,20598,23171,12183,17147,21996,15675,28592,22002
2059:2059,2,9767,6557,13582,27455,12776,17822,11508,35793
20594:20594,14158,27836,12642,21596,5910,20962,7488,33793,34055
20598:20598,35971,23019,11913,26056,11271,22002,36510,25347,2173
20611:20611,28468,1301,24124,2524,7663,24489,10547,10315,10224
20637:20637,24116,21186,7726,16464,11340,14508,32960,1027,15310
20654:20654,1021,13197,6969,20004,7085,13932,7798,26025,1822
20670:20670,22221,15268,34906,24648,20016,22035,37486,34295,11296
20695:20695,10166,18432,34556,1843,34218,3320,17980,17929,17200
20697:20697,823,16941,28672,848,13462,14508,33347,22938,1027
20711:20711,28156,15310,8718,14034,36213,2825,27600,21124,9490
20714:20714,25335,25434,9630,32113,18380,31259,32680,6954,7224
20718:20718,18153,37577,23209,31516,30920,37085,26660,12174,3749
20733:20733,18387,1546,7189,1075,9887,17937,19247,19089,13918
20765:20765,4465,4213,3748,33784,3114,11138,20035,23171,18077
20768:20768,21567,33965,17980,23602,34218,18755,26345,24437,37078
20779:20779,33618,9108,12642,33793,20962,34667,7483,37895,27900
20780:20780,20814,15668,25291,15052,23215,17330,26474,30617,23336
20790:20790,28352,22454,7414,21407,6297,32564,18170,14651,11316
2080:2080,5949,9490,21,26376,15310,28031,34799,11340,26406
20814:20814,25291,26474,15668,29241,1396,23215,15052,24659,24038
20849:20849,25347,29461,21634,26044,9726,11913,24007,12252,3980
20853:20853,17980,18923,14285,31653,3741,11557,4466,1824,33784
20863:20863,32667,1463,1353,32244,11602,30094,11296,37223,22221
2087:2087,14173,12879,5307,36068,29719,29385,22732,34497,12222
20870:20870,14609,33579,1231,25368,11348,10088,20977,26812,19565
20880:20880,6186,3166,30149,1353,32918,9853,18214,32667,29208
20881:20881,149,18743,1396,6557,9749,22574,13815,14813,6309
20904:20904,14692,31348,21737,24489,7663,27814,26546,15824,27864
20926:20926,35487,34527,23215,6557,21407,1396,17330,26474,17851
20939:20939,16362,32457,29385,13471,5101,15782,22313,5734,1689
20948:20948,31921,20246,32094,37316,21077,31927,31177,31787,20994
20959:20959,19435,4466,31921,37316,33565,20994,21077,29237,33784
20962:20962,27836,9021,13194,34055,14158,7488,12642,12717,34667
20977:20977,23932,25368,11727,28411,7183,5739,10873,14609,17104
20994:20994,3114,19435,21077,31927,20959,33565,20948,6613,31921
20995:20995,4531,21063,3749,37577,12763,31807,15124,10084,23277
21:21,28031,5949,1027,20224,780,11340,28156,30959,7714
21001:21001,7663,24124,221,29372,27864,24489,27279,29362,9021
21063:21063,3749,10084,13797,4531,23209,37577,12763,15124,28484
21077:21077,20994,3114,31921,31927,20948,33565,37316,20959,6613
21091:21091,16047,23884,28206,8093,21414,5739,28928,3737,17762
21106:21106,30130,34218,26345,9824,33965,18432,34556,28993,1114
21124:21124,7726,507,14508,2690,852,9490,14034,5949,2825
21164:21164,11502,17280,23920,14532,20977,5506,1159,8972,18697
21172:21172,30008,4554,18568,13720,11300,15053,27134,4901,236
21186:21186,30959,21187,4345,7726,2825,1027,33846,15336,15310
21187:21187,2825,30959,21186,14508,7726,20330,15310,32564,36213
21188:21188,25531,13835,33964,34568,6408,236,24124,26390,7663
21226:21226,8029,35604,23724,22587,291,17753,7847,31186,37421
21246:21246,34718,31095,12240,24489,33709,7663,30514,2626,9108
21265:21265,28347,34295,23082,37223,34991,5482,22170,1499,24580
21274:21274,8644,31486,29826,30188,18812,6731,15782,17459,9254
21305:21305,29439,30762,1353,32918,23791,1463,20863,16428,24580
21310:21310,2690,14508,1027,848,15310,18834,29153,8783,20330
2132:2132,14126,6210,29393,9632,15880,9810,2307,26390,2524
21335:21335,23709,7726,11340,7714,1027,33582,22973,15336,780
21338:21338,21628,26498,37421,26710,385,12370,6455,10595,4531
21348:21348,31159,15993,16076,9503,10633,1632,13277,36730,23834
21355:21355,16528,31158,29385,33429,12039,33820,37103,4359,16362
21389:21389,22738,7183,12810,35395,1279,35248,8081,5336,27041
21407:21407,21187,32564,16901,36030,6066,6297,19737,35812,30546
21414:21414,3737,23884,28928,28206,23932,16047,8093,25368,21091
21515:21515,32667,4097,30228,10575,14003,9674,23155,30013,10669
21518:21518,12,29759,27585,13197,13068,34146,26611,17267,13613
21522:21522,14003,11602,19050,32904,37703,14973,19464,37486,20016
21534:21534,11000,17185,15645,15195,30676,25337,3326,16362,31159
21567:21567,17980,26345,10166,9401,27930,18755,23602,30130,12305
21576:21576,23075,15017,19292,16618,19107,16465,32429,5048,32564
21595:21595,5739,20977,17104,25368,28928,8093,3737,28411,1177
21596:21596,27836,5910,12717,12642,34055,24489,7488,34667,21912
21611:21611,18844,5466,13228,13811,6557,4381,32041,28423,6581
21628:21628,26498,31807,20346,16538,26710,10556,12763,28484,35124
21634:21634,12183,25347,20849,35971,29461,9726,21996,37676,12252
21651:21651,14804,18045,34598,13229,16428,30149,13480,11602,5219
21691:21691,24648,20016,17796,34906,22035,15268,19050,3046,11296
21715:21715,12674,21187,36213,2825,2624,21124,20711,1027,8718
21716:21716,9881,11211,9254,25813,32564,21001,29385,33820,15782
21727:21727,34906,1374,22035,34598,29138,3046,37364,11602,17796
2173:2173,23652,4939,24958,23019,18682,4263,30980,12183,36235
21730:21730,26930,11602,18901,14495,24023,26531,19050,3046,24557
21733:21733,13444,12294,2434,14187,3645,29719,7973,12204,7414
21737:21737,12250,36860,20904,24489,8164,3008,33618,7663,22091
2176:2176,21634,25347,11227,12252,26044,9726,3980,20849,11878
21841:21841,36841,12183,25347,12252,25839,15249,26611,20849,11227
21844:21844,1075,36235,10626,9390,27286,30980,17147,12296,11878
21892:21892,35884,32316,29759,24808,23171,8509,15675,13918,12183
21900:21900,11223,13444,5734,24562,14187,12204,7414,21733,34544
21912:21912,33793,18438,27836,34667,13609,5910,19145,34568,19030
2192:2192,17406,15782,23834,25100,10633,25813,29385,33820,28058
21931:21931,36082,8106,28289,20499,26525,35873,35971,18077,11913
21961:21961,18844,21611,28423,13228,24051,36041,37055,30510,36608
21996:21996,29461,2011,11863,9390,26044,3980,30980,11878,36235
22002:22002,20598,14835,11271,35971,11913,23171,6732,15391,21931
22007:22007,28074,13720,18568,15053,28366,34568,22091,12250,9934
22035:22035,15268,24648,17796,21691,34906,3046,20016,34295,1105
22076:22076,22840,25357,20342,3256,14299,2921,32422,6028,5740
22080:22080,12286,32784,16658,11823,13234,37116,30178,24829,25649
22091:22091,11300,12250,22841,4554,8164,24489,20904,26390,13835
221:221,27279,4156,34568,15015,34192,1208,24124,19145,2524
22110:22110,11764,30959,14508,21187,20330,7726,15310,1822,3710
22130:22130,17753,27916,31186,23847,32231,15526,23209,3749,31516
22170:22170,34906,3416,22035,11296,1374,15268,35812,26531,8758
22206:22206,27962,30934,5572,34718,11300,13835,26390,28074,23676
22221:22221,20863,11602,28347,29138,1105,11522,20670,32244,37364
22227:22227,11602,13785,14003,19050,14887,4097,19506,24557,22259
22244:22244,6557,10623,149,134,4381,35487,17330,17822,2
22259:22259,13785,23001,31513,11602,22227,24557,19050,14887,25414
2227:2227,7414,24562,29866,2434,16362,29719,3967,13444,33820
22308:22308,29179,34145,11699,5506,6484,9544,32432,6753,10088
22312:22312,7483,27864,10224,33964,2414,7663,34718,34568,12717
22313:22313,2525,10750,19910,13471,14187,12204,3967,36817,25100
22331:22331,30959,780,2706,21187,13018,17483,28033,20224,16430
2236:2236,16201,29385,21187,12305,33820,15017,36068,34497,11000
22417:22417,22574,18743,34489,2,19825,1923,10499,114,6309
22449:22449,8029,35124,165,13797,1977,31516,32166,17815,23522
22454:22454,6297,16253,21187,36302,26063,11211,36213,2434,2825
22475:22475,3114,37922,4465,3878,24473,33784,11138,5873,26282
2248:2248,19910,3967,4348,31039,8763,37695,16253,2434,22732
22481:22481,5806,14173,12222,12879,5307,22732,27181,2087,22896
22496:22496,10160,17147,26525,36082,14835,19998,30643,8106,19089
22533:22533,26282,3878,31927,33565,1864,6613,28105,9469,20994
22574:22574,22417,18743,6309,1923,1396,34489,2,9466,25722
22587:22587,12763,37421,1977,4531,31807,26060,26913,36410,26710
22593:22593,24023,9537,27142,22227,36465,4097,20393,9674,30228
22599:22599,29138,30228,25519,28347,29208,14495,32667,6160,3639
22601:22601,6983,20849,25347,12252,26044,11863,3980,24007,9726
22614:22614,21063,4531,37577,23209,23522,3749,28060,23277,30920
22626:22626,19693,26025,12174,36586,14956,1053,32680,19737,29597
22640:22640,24379,18010,35308,27887,20714,3997,1021,28555,7798
22680:22680,5739,20977,6484,18697,18710,23932,7183,9544,28928
22690:22690,26376,10252,13943,35715,848,823,21124,507,28156
22732:22732,5307,12879,5806,34497,29719,6963,12222,27181,36068
22738:22738,14864,6484,30073,7183,2877,17104,24998,23932,1258
22755:22755,4531,28484,12763,37577,12467,6699,9046,34837,33745
22793:22793,19910,16253,19357,31039,9281,19955,1886,6928,25100
2282:2282,26600,17185,12039,29719,31159,4235,19378,18123,29866
22826:22826,7290,20962,20779,13194,28781,26136,12599,10042,29362
22840:22840,3256,20035,25357,14205,11557,28361,15684,32422,10768
22841:22841,11300,22091,3225,37724,15053,24489,9108,34718,8164
22896:22896,7414,5307,14173,2434,12222,24562,5734,18687,7973
22900:22900,18438,34275,34013,27814,17140,31777,12240,19933,18865
22903:22903,2782,8473,13228,5466,18686,17330,1862,16758,2965
22927:22927,34667,1301,7488,34055,34568,6659,221,19145,29372
22934:22934,2414,13835,26390,12250,33964,11300,31015,24489,4865
22938:22938,2825,30959,21186,21187,2690,26884,780,5949,15310
2294:2294,9058,6928,1886,11211,18170,25100,31039,28352,16253
22944:22944,24175,26400,5506,6484,5935,24952,8927,27041,23920
22962:22962,26546,35035,21246,31348,22934,4282,34718,12522,31262
22973:22973,19107,7726,25393,4345,5949,32429,780,28724,33698
23001:23001,22259,19050,13785,22227,24557,24023,14908,9537,29138
23007:23007,33893,3701,21716,19712,5139,19292,33412,32457,20373
23015:23015,8025,34007,26345,31171,9547,4813,24290,9824,18755
23019:23019,26056,20598,32610,36510,11271,33642,24253,21841,11913
23054:23054,18682,13234,4263,37116,36500,23652,29461,1073,24808
2307:2307,24489,2524,236,9088,4865,11300,34718,9632,7663
23074:23074,28940,19712,10633,32009,12565,18123,33412,37934,15195
23075:23075,21576,18687,18170,6928,1886,32564,5307,16804,22732
23082:23082,35812,28550,29208,13229,22170,1463,1499,30736,34991
23085:23085,11602,3713,4097,22227,27142,14003,30228,21522,36898
23105:23105,24673,36440,23602,18755,26345,34990,36464,20248,28993
23126:23126,7446,35312,9630,14559,27887,8712,35198,7224,33257
23144:23144,7773,16076,10476,1744,9058,15645,12586,27206,15782
23155:23155,4097,14887,26930,10669,3046,11602,30228,29208,30094
23166:23166,28058,34544,24562,32044,12222,33820,12879,16201,29385
23171:23171,24808,35971,4263,35884,2173,22002,11913,37676,12183
23174:23174,33820,2525,31158,16528,3645,13444,13423,1551,11223
23182:23182,26723,33997,34146,36586,14339,9483,17222,33102,13992
23209:23209,31516,37577,3749,12763,18153,4531,35124,20718,10556
23215:23215,20780,1396,16648,24659,20814,25291,7216,26422,26474
23221:23221,6585,27286,26044,19090,21841,36235,17886,12699,11929
23238:23238,15636,35971,36235,20499,9390,26036,30980,11623,37676
23241:23241,8690,25357,6777,11718,22840,14205,32785,15684,17980
23247:23247,31963,8344,31516,19622,37577,23209,24489,33866,9046
23256:23256,31921,31177,3806,4466,33784,19435,20246,37316,31653
2326:2326,4235,26600,4359,29866,17185,9512,35865,33820,11000
23277:23277,34732,28060,12467,9046,31516,26660,291,37577,23522
23299:23299,17929,24673,33965,26345,36440,23602,10166,23105,36464
